Unnamed: 0,elapsed,batch_size,num_nodes,edge_prob,repeats,model_name,embed_dim,num_heads,dropout,results_path
0,0.0016400814056396,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016355514526367,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016381740570068,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016326904296875,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016360282897949,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016407966613769,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016322135925292,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016412734985351,1,100,0.05,100,ET,64,2,0.0,./
0,0.00162935256958,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016345977783203,1,100,0.05,100,ET,64,2,0.0,./
0,0.0016374588012695,1,100,0.05,100,ET,64,2,0.0,./
0,0.0075454711914062,1,200,0.05,100,ET,64,2,0.0,./
0,0.0074667930603027,1,200,0.05,100,ET,64,2,0.0,./
